ID,Date,Heure,Plateforme,Objectif,Persona,Pilier,Sujet,Titre,Hook,CTA,Format,Prompt Visuel,Prompt Video,Statut
58,2026-07-29,18:30,WhatsApp Business,RDV/Vente,"P2 Koffi, le pro hyperconnecté",PIL4 Offres & Conversion,Offres & Conversion,Bilan de vue : le premier pas vers un vrai confort,Et si aujourd'hui était le bon jour pour bilan de vue : le premier pas vers un vrai confort ?,📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Story RDV,[Visuel WhatsApp Business · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (do…,Voir 04-scripts-video/,À produire
59,2026-07-30,08:00,TikTok,Vente,"P3 Tante Mariam, la presbyte active",PIL2 Produits & Montures,Produits & Montures,Montures premium : la qualité qui dure,Vous hésitez encore ? Montures premium : la qualité qui dure 👇,"Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Photo studio,"[Visuel TikTok · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante), a…",Voir 04-scripts-video/,À produire
60,2026-07-30,18:30,LinkedIn,Confiance/Conversion,"P4 Yann, le jeune stylé",PIL3 Preuve sociale & Témoignages,Preuve sociale & Témoignages,Histoire d'une transformation : du flou à la netteté,Saviez-vous que... histoire d'une transformation : du flou à la netteté ? On vous explique. 👇,Vous aussi ? Écrivez-nous « VUE » sur WhatsApp pour votre bilan. 💬,Story avis,"[Visuel LinkedIn · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",Voir 04-scripts-video/,À produire
61,2026-07-31,08:00,Instagram,Notoriété/Expertise,"P1 Awa, la maman prévoyante",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Conduire de nuit devient difficile : ce que ça révèle,Saviez-vous que... conduire de nuit devient difficile : ce que ça révèle ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Carrousel pédagogique,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
62,2026-07-31,18:30,TikTok,Notoriété/Expertise,"P2 Koffi, le pro hyperconnecté",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Les écrans abîment-ils vraiment la vue des enfants ?,Les écrans abîment-ils vraiment la vue des enfants ?,Enregistrez ce post et partagez-le à un proche concerné. 👀,Reel explicatif,"[Visuel TikTok · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante), a…",—,À produire
63,2026-08-01,08:00,Instagram,RDV/Vente,"P3 Tante Mariam, la presbyte active",PIL4 Offres & Conversion,Offres & Conversion,Verres anti-lumière bleue : protégez vos yeux d'écran,Et si aujourd'hui était le bon jour pour verres anti-lumière bleue : protégez vos yeux d'écran ?,📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Reel offre,[Visuel Instagram · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante)…,—,À produire
64,2026-08-01,18:30,Instagram,Vente,"P4 Yann, le jeune stylé",PIL2 Produits & Montures,Produits & Montures,Le bon poids de lunettes pour ne plus les sentir,Vous hésitez encore ? Le bon poids de lunettes pour ne plus les sentir 👇,"Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Story collection,[Visuel Instagram · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante)…,—,À produire
65,2026-08-02,08:00,Instagram,Confiance/Conversion,"P1 Awa, la maman prévoyante",PIL3 Preuve sociale & Témoignages,Preuve sociale & Témoignages,Nos clients notent leur expérience : la confiance en chiffres,Saviez-vous que... nos clients notent leur expérience : la confiance en chiffres ? On vous explique. 👇,Vous aussi ? Écrivez-nous « VUE » sur WhatsApp pour votre bilan. 💬,Témoignage vidéo,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
66,2026-08-02,18:30,Instagram,Notoriété locale,"P5 M. Diallo, le décideur B2B",PIL5 Vie locale & Communauté,Vie locale & Communauté,Soutien à la communauté : la santé visuelle pour tous,Saviez-vous que... soutien à la communauté : la santé visuelle pour tous ? On vous explique. 👇,Suivez-nous et taguez un voisin de Yopougon ! 🏘️,Carrousel communauté,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
67,2026-08-03,08:00,Facebook,Notoriété/Expertise,"P1 Awa, la maman prévoyante",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Pourquoi un bilan de vue n'est pas qu'une question de lunettes,Saviez-vous que... pourquoi un bilan de vue n'est pas qu'une question de lunettes ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Infographie,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
68,2026-08-03,18:30,Facebook,RDV/Vente,"P4 Yann, le jeune stylé",PIL4 Offres & Conversion,Offres & Conversion,Un cadeau qui change la vie : offrez un bilan de vue,Et si aujourd'hui était le bon jour pour un cadeau qui change la vie : offrez un bilan de vue ?,📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Carrousel offre,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
69,2026-08-04,08:00,Facebook,Vente,"P2 Koffi, le pro hyperconnecté",PIL2 Produits & Montures,Produits & Montures,Verres pour écrans : le confort des pros connectés,Vous hésitez encore ? Verres pour écrans : le confort des pros connectés 👇,"Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Carrousel produit,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
70,2026-08-04,18:30,Facebook,Expertise/B2B,"P2 Koffi, le pro hyperconnecté",PIL6 Coulisses & Expertise B2B,Coulisses & Expertise B2B,Mutuelles & entreprises : devenez partenaire,Saviez-vous que... mutuelles & entreprises : devenez partenaire ? On vous explique. 👇,Contactez-nous en message privé pour une offre entreprise. 🤝,Carrousel expertise,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
71,2026-08-05,08:00,Facebook,Notoriété/Expertise,"P2 Koffi, le pro hyperconnecté",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,"Larmoiement, picotements : votre œil vous parle","Saviez-vous que... larmoiement, picotements : votre œil vous parle ? On vous explique. 👇",Enregistrez ce post et partagez-le à un proche concerné. 👀,Infographie,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
72,2026-08-05,18:30,LinkedIn,Confiance/Conversion,"P4 Yann, le jeune stylé",PIL3 Preuve sociale & Témoignages,Preuve sociale & Témoignages,Une famille entière équipée chez La Grande Vision,Saviez-vous que... une famille entière équipée chez la grande vision ? On vous explique. 👇,Vous aussi ? Écrivez-nous « VUE » sur WhatsApp pour votre bilan. 💬,Story avis,"[Visuel LinkedIn · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
73,2026-08-06,08:00,Instagram,Notoriété/Expertise,"P1 Awa, la maman prévoyante",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Le soleil et vos yeux : protéger sa vue toute l'année,Saviez-vous que... le soleil et vos yeux : protéger sa vue toute l'année ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Carrousel pédagogique,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
74,2026-08-06,18:30,Facebook,RDV/Vente,"P2 Koffi, le pro hyperconnecté",PIL4 Offres & Conversion,Offres & Conversion,Spécial presbytie : découvrez nos progressifs,Et si aujourd'hui était le bon jour pour spécial presbytie : découvrez nos progressifs ?,📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Story RDV,"[Visuel Facebook · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
75,2026-08-07,08:00,Facebook,Vente,"P2 Koffi, le pro hyperconnecté",PIL2 Produits & Montures,Produits & Montures,Lunettes de sport : tenir et protéger,Vous hésitez encore ? Lunettes de sport : tenir et protéger 👇,"Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Photo studio,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
76,2026-08-07,18:30,Instagram,Notoriété locale,"P5 M. Diallo, le décideur B2B",PIL5 Vie locale & Communauté,Vie locale & Communauté,Venez nous rencontrer : voici comment nous trouver,Saviez-vous que... venez nous rencontrer : voici comment nous trouver ? On vous explique. 👇,Suivez-nous et taguez un voisin de Yopougon ! 🏘️,Reel ambiance,[Visuel Instagram · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante)…,—,À produire
77,2026-08-08,08:00,Instagram,Notoriété/Expertise,"P2 Koffi, le pro hyperconnecté",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Pourquoi changer de lunettes tous les 1 à 2 ans,Saviez-vous que... pourquoi changer de lunettes tous les 1 à 2 ans ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Carrousel pédagogique,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
78,2026-08-08,18:30,Instagram,RDV/Vente,"P2 Koffi, le pro hyperconnecté",PIL4 Offres & Conversion,Offres & Conversion,Vos lunettes sont rayées ? Renouvelez-les facilement,Vos lunettes sont rayées ? Renouvelez-les facilement,📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Story RDV,[Visuel Instagram · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante)…,—,À produire
79,2026-08-09,08:00,Instagram,Vente,"P4 Yann, le jeune stylé",PIL2 Produits & Montures,Produits & Montures,Comment entretenir ses lunettes pour qu'elles durent,Vous hésitez encore ? Comment entretenir ses lunettes pour qu'elles durent 👇,"Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Photo studio,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
80,2026-08-09,18:30,Instagram,Confiance/Conversion,"P4 Yann, le jeune stylé",PIL3 Preuve sociale & Témoignages,Preuve sociale & Témoignages,"Témoignage : « J'avais peur des progressifs, j'avais tort »","Saviez-vous que... témoignage : « j'avais peur des progressifs, j'avais tort » ? On vous explique. 👇",Vous aussi ? Écrivez-nous « VUE » sur WhatsApp pour votre bilan. 💬,Story avis,[Visuel Instagram · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante)…,—,À produire
81,2026-08-10,08:00,Instagram,Notoriété/Expertise,"P3 Tante Mariam, la presbyte active",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Vision double : un signal à ne jamais ignorer,Saviez-vous que... vision double : un signal à ne jamais ignorer ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Carrousel pédagogique,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
82,2026-08-10,18:30,TikTok,Notoriété/Expertise,"P1 Awa, la maman prévoyante",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Fatigue visuelle numérique : 6 réflexes simples,Saviez-vous que... fatigue visuelle numérique : 6 réflexes simples ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Reel explicatif,"[Visuel TikTok · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante), a…",—,À produire
83,2026-08-11,08:00,Facebook,RDV/Vente,"P3 Tante Mariam, la presbyte active",PIL4 Offres & Conversion,Offres & Conversion,Prenez soin de vos yeux avant la rentrée,Et si aujourd'hui était le bon jour pour prenez soin de vos yeux avant la rentrée ?,📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Reel offre,"[Visuel Facebook · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
84,2026-08-11,18:30,Facebook,Vente,"P2 Koffi, le pro hyperconnecté",PIL2 Produits & Montures,Produits & Montures,"Montures pour petits budgets, grande allure","Vous hésitez encore ? Montures pour petits budgets, grande allure 👇","Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Story collection,"[Visuel Facebook · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
85,2026-08-12,08:00,Facebook,Confiance/Conversion,"P1 Awa, la maman prévoyante",PIL3 Preuve sociale & Témoignages,Preuve sociale & Témoignages,Le sourire d'un enfant qui voit enfin le tableau,Saviez-vous que... le sourire d'un enfant qui voit enfin le tableau ? On vous explique. 👇,Vous aussi ? Écrivez-nous « VUE » sur WhatsApp pour votre bilan. 💬,Témoignage vidéo,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
86,2026-08-12,18:30,Instagram,Notoriété locale,"P5 M. Diallo, le décideur B2B",PIL5 Vie locale & Communauté,Vie locale & Communauté,Merci Yopougon pour votre confiance,Saviez-vous que... merci yopougon pour votre confiance ? On vous explique. 👇,Suivez-nous et taguez un voisin de Yopougon ! 🏘️,Carrousel communauté,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
87,2026-08-13,08:00,Facebook,Notoriété/Expertise,"P3 Tante Mariam, la presbyte active",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Pourquoi vos anciennes lunettes vous fatiguent,Saviez-vous que... pourquoi vos anciennes lunettes vous fatiguent ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Infographie,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
88,2026-08-13,18:30,WhatsApp Business,RDV/Vente,"P4 Yann, le jeune stylé",PIL4 Offres & Conversion,Offres & Conversion,RDV du week-end : on s'occupe de votre vue,Et si aujourd'hui était le bon jour pour rdv du week-end : on s'occupe de votre vue ?,📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Carrousel offre,[Visuel WhatsApp Business · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (do…,—,À produire
89,2026-08-14,08:00,TikTok,Vente,"P3 Tante Mariam, la presbyte active",PIL2 Produits & Montures,Produits & Montures,L'essayage : trouvez LA paire qui vous ressemble,Vous hésitez encore ? L'essayage : trouvez LA paire qui vous ressemble 👇,"Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Carrousel produit,"[Visuel TikTok · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante), a…",—,À produire
90,2026-08-14,18:30,LinkedIn,Confiance/Conversion,"P3 Tante Mariam, la presbyte active",PIL3 Preuve sociale & Témoignages,Preuve sociale & Témoignages,Merci pour vos avis 5 étoiles,Saviez-vous que... merci pour vos avis 5 étoiles ? On vous explique. 👇,Vous aussi ? Écrivez-nous « VUE » sur WhatsApp pour votre bilan. 💬,Carrousel avant/après,"[Visuel LinkedIn · 1080x1080 (1:1)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
91,2026-08-15,08:00,LinkedIn,Expertise/B2B,"P5 M. Diallo, le décideur B2B",PIL6 Coulisses & Expertise B2B,Coulisses & Expertise B2B,"Le parcours qualité d'une commande, de A à Z","Saviez-vous que... le parcours qualité d'une commande, de a à z ? On vous explique. 👇",Contactez-nous en message privé pour une offre entreprise. 🤝,Vidéo coulisses,"[Visuel LinkedIn · 1080x1080 (1:1)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
92,2026-08-15,18:30,LinkedIn,Notoriété/Expertise,"P2 Koffi, le pro hyperconnecté",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Diabète et vue : ce lien que peu connaissent,Saviez-vous que... diabète et vue : ce lien que peu connaissent ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Vidéo face caméra,"[Visuel LinkedIn · 1080x1080 (1:1)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
93,2026-08-16,08:00,Instagram,RDV/Vente,"P1 Awa, la maman prévoyante",PIL4 Offres & Conversion,Offres & Conversion,Offre étudiante : voir clair pour mieux réussir,Et si aujourd'hui était le bon jour pour offre étudiante : voir clair pour mieux réussir ?,📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Visuel CTA,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
94,2026-08-16,18:30,Instagram,Vente,"P4 Yann, le jeune stylé",PIL2 Produits & Montures,Produits & Montures,Progressifs nouvelle génération : adieu le mal de tête,Vous hésitez encore ? Progressifs nouvelle génération : adieu le mal de tête 👇,"Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Reel essayage,[Visuel Instagram · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante)…,—,À produire
95,2026-08-17,08:00,Facebook,Notoriété locale,"P1 Awa, la maman prévoyante",PIL5 Vie locale & Communauté,Vie locale & Communauté,"La santé visuelle, une affaire de quartier","Saviez-vous que... la santé visuelle, une affaire de quartier ? On vous explique. 👇",Suivez-nous et taguez un voisin de Yopougon ! 🏘️,Story locale,"[Visuel Facebook · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
96,2026-08-17,18:30,LinkedIn,Notoriété/Expertise,"P3 Tante Mariam, la presbyte active",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Maux de tête en fin de journée : et si c'était vos yeux ?,Maux de tête en fin de journée : et si c'était vos yeux ?,Enregistrez ce post et partagez-le à un proche concerné. 👀,Vidéo face caméra,"[Visuel LinkedIn · 1080x1080 (1:1)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
97,2026-08-18,08:00,Facebook,Confiance/Conversion,"P1 Awa, la maman prévoyante",PIL3 Preuve sociale & Témoignages,Preuve sociale & Témoignages,Rencontre avec notre équipe : des experts à votre écoute,Saviez-vous que... rencontre avec notre équipe : des experts à votre écoute ? On vous explique. 👇,Vous aussi ? Écrivez-nous « VUE » sur WhatsApp pour votre bilan. 💬,Témoignage vidéo,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
98,2026-08-18,18:30,TikTok,Notoriété/Expertise,"P2 Koffi, le pro hyperconnecté",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Bien éclairer son espace de travail pour ses yeux,Saviez-vous que... bien éclairer son espace de travail pour ses yeux ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Reel explicatif,"[Visuel TikTok · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante), a…",—,À produire
99,2026-08-19,08:00,Instagram,RDV/Vente,"P3 Tante Mariam, la presbyte active",PIL4 Offres & Conversion,Offres & Conversion,Lunettes de soleil à votre vue : commandez maintenant,Et si aujourd'hui était le bon jour pour lunettes de soleil à votre vue : commandez maintenant ?,📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Reel offre,[Visuel Instagram · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante)…,—,À produire
100,2026-08-19,18:30,Instagram,Vente,"P4 Yann, le jeune stylé",PIL2 Produits & Montures,Produits & Montures,Verres polarisants : la conduite sans éblouissement,Vous hésitez encore ? Verres polarisants : la conduite sans éblouissement 👇,"Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Story collection,[Visuel Instagram · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante)…,—,À produire
101,2026-08-20,08:00,Instagram,Notoriété/Expertise,"P2 Koffi, le pro hyperconnecté",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Lentilles ou lunettes : comment choisir,Saviez-vous que... lentilles ou lunettes : comment choisir ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Carrousel pédagogique,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
102,2026-08-20,18:30,TikTok,Notoriété/Expertise,"P3 Tante Mariam, la presbyte active",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Pourquoi la vue baisse sans qu'on s'en rende compte,Saviez-vous que... pourquoi la vue baisse sans qu'on s'en rende compte ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Reel explicatif,"[Visuel TikTok · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante), a…",—,À produire
103,2026-08-21,08:00,WhatsApp Business,RDV/Vente,"P3 Tante Mariam, la presbyte active",PIL4 Offres & Conversion,Offres & Conversion,Votre seconde paire à prix doux,Et si aujourd'hui était le bon jour pour votre seconde paire à prix doux ?,📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Reel offre,[Visuel WhatsApp Business · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (do…,—,À produire
104,2026-08-21,18:30,TikTok,Vente,"P3 Tante Mariam, la presbyte active",PIL2 Produits & Montures,Produits & Montures,"Deux paires, deux usages : travail et détente","Vous hésitez encore ? Deux paires, deux usages : travail et détente 👇","Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Story collection,"[Visuel TikTok · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante), a…",—,À produire
105,2026-08-22,08:00,LinkedIn,Confiance/Conversion,"P1 Awa, la maman prévoyante",PIL3 Preuve sociale & Témoignages,Preuve sociale & Témoignages,Un client B2B partage son partenariat avec nous,Saviez-vous que... un client b2b partage son partenariat avec nous ? On vous explique. 👇,Vous aussi ? Écrivez-nous « VUE » sur WhatsApp pour votre bilan. 💬,Témoignage vidéo,"[Visuel LinkedIn · 1080x1080 (1:1)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
106,2026-08-22,18:30,Instagram,Notoriété locale,"P5 M. Diallo, le décideur B2B",PIL5 Vie locale & Communauté,Vie locale & Communauté,Nouvel an : et si vous preniez soin de vos yeux ?,Nouvel an : et si vous preniez soin de vos yeux ?,Suivez-nous et taguez un voisin de Yopougon ! 🏘️,Carrousel communauté,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
107,2026-08-23,08:00,Facebook,Notoriété/Expertise,"P2 Koffi, le pro hyperconnecté",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Les bons aliments pour la santé de vos yeux,Saviez-vous que... les bons aliments pour la santé de vos yeux ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Infographie,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
108,2026-08-23,18:30,Instagram,RDV/Vente,"P4 Yann, le jeune stylé",PIL4 Offres & Conversion,Offres & Conversion,Consultation + conseils montures : tout en une visite,Et si aujourd'hui était le bon jour pour consultation + conseils montures : tout en une visite ?,📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Carrousel offre,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
109,2026-08-24,08:00,Instagram,Vente,"P4 Yann, le jeune stylé",PIL2 Produits & Montures,Produits & Montures,Les montures unisexes qui plaisent à tout le monde,Vous hésitez encore ? Les montures unisexes qui plaisent à tout le monde 👇,"Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Carrousel produit,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
110,2026-08-24,18:30,Facebook,Expertise/B2B,"P2 Koffi, le pro hyperconnecté",PIL6 Coulisses & Expertise B2B,Coulisses & Expertise B2B,Pourquoi un opticien diplômé fait la différence,Saviez-vous que... pourquoi un opticien diplômé fait la différence ? On vous explique. 👇,Contactez-nous en message privé pour une offre entreprise. 🤝,Carrousel expertise,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
111,2026-08-25,08:00,Facebook,Notoriété/Expertise,"P3 Tante Mariam, la presbyte active",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Écran de téléphone trop proche : le bon réflexe,Saviez-vous que... écran de téléphone trop proche : le bon réflexe ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Infographie,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
112,2026-08-25,18:30,Facebook,Confiance/Conversion,"P4 Yann, le jeune stylé",PIL3 Preuve sociale & Témoignages,Preuve sociale & Témoignages,"Témoignage : un service premium, de l'accueil au suivi","Saviez-vous que... témoignage : un service premium, de l'accueil au suivi ? On vous explique. 👇",Vous aussi ? Écrivez-nous « VUE » sur WhatsApp pour votre bilan. 💬,Story avis,"[Visuel Facebook · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
113,2026-08-26,08:00,Instagram,Notoriété/Expertise,"P2 Koffi, le pro hyperconnecté",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Sécheresse oculaire en saison sèche : que faire,Saviez-vous que... sécheresse oculaire en saison sèche : que faire ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Carrousel pédagogique,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
114,2026-08-26,18:30,Instagram,RDV/Vente,"P2 Koffi, le pro hyperconnecté",PIL4 Offres & Conversion,Offres & Conversion,Écrivez « VUE » sur WhatsApp et on s'occupe du reste,Et si aujourd'hui était le bon jour pour écrivez « vue » sur whatsapp et on s'occupe du reste ?,📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Story RDV,[Visuel Instagram · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante)…,—,À produire
115,2026-08-27,08:00,Instagram,Vente,"P4 Yann, le jeune stylé",PIL2 Produits & Montures,Produits & Montures,Pourquoi un verre sur mesure vaut mieux qu'un verre standard,Vous hésitez encore ? Pourquoi un verre sur mesure vaut mieux qu'un verre standard 👇,"Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Photo studio,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
116,2026-08-27,18:30,Instagram,Notoriété locale,"P5 M. Diallo, le décideur B2B",PIL5 Vie locale & Communauté,Vie locale & Communauté,Journée mondiale de la vue : agissons ensemble,Saviez-vous que... journée mondiale de la vue : agissons ensemble ? On vous explique. 👇,Suivez-nous et taguez un voisin de Yopougon ! 🏘️,Reel ambiance,[Visuel Instagram · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante)…,—,À produire
